date,country,state,city,ibgeID,newDeaths,deaths,newCases,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,lat,long
2020-04-07,Brazil,RJ,Barra Mansa/RJ,3300407,0,0,5,8,0.0,4.3381099999999995,0.0,-22.5481,-44.1752
2020-04-07,Brazil,BA,Barra do Choça/BA,2902906,0,0,-1,1,0.0,3.16426,0.0,-14.8654,-40.5791
2020-04-07,Brazil,RJ,Barra do Piraí/RJ,3300308,0,0,1,3,0.0,2.98882,0.0,-22.4715,-43.8269
2020-04-07,Brazil,SP,Barretos/SP,3505500,0,0,1,1,0.0,0.81901,0.0,-20.5531,-48.5698
2020-04-07,Brazil,SP,Barueri/SP,3505708,1,2,3,34,0.72944,12.40052,0.058820000000000004,-23.5057,-46.879
2020-04-07,Brazil,MS,Batayporã/MS,5002001,1,2,1,6,17.65381,52.96143000000001,0.33333,-22.2944,-53.2705
2020-04-07,Brazil,SP,Bauru/SP,3506003,1,2,1,7,0.53076,1.8576599999999999,0.28570999999999996,-22.3246,-49.0871
2020-04-07,Brazil,SP,Bebedouro/SP,3506102,0,0,1,1,0.0,1.29039,0.0,-20.9491,-48.4791
2020-04-07,Brazil,RJ,Belford Roxo/RJ,3300456,0,3,5,19,0.58719,3.7188800000000004,0.15789,-22.764,-43.3992
2020-04-07,Brazil,MG,Belo Horizonte/MG,3106200,1,5,11,275,0.19904000000000002,10.94715,0.01818,-19.9102,-43.9266
2020-04-07,Brazil,PA,Belém/PA,1501402,0,3,25,100,0.20097,6.69907,0.03,-1.4554,-48.4898
2020-04-07,Brazil,RS,Bento Gonçalves/RS,4302105,0,0,2,11,0.0,9.13212,0.0,-29.1662,-51.5165
2020-04-07,Brazil,SP,Birigui/SP,3506508,0,0,1,2,0.0,1.61763,0.0,-21.291,-50.3432
2020-04-07,Brazil,ES,Boa Esperança/ES,3201001,0,0,1,1,0.0,6.65026,0.0,-18.5395,-40.3025
2020-04-07,Brazil,MG,Boa Esperança/MG,3107109,0,0,1,2,0.0,4.98418,0.0,-21.0927,-45.5612
2020-04-07,Brazil,RR,Boa Vista/RR,1400100,0,1,6,42,0.25049,10.5207,0.023809999999999998,2.82384,-60.6753
2020-04-07,Brazil,SP,Boituva/SP,3507001,0,0,1,2,0.0,3.27885,0.0,-23.2855,-47.6786
2020-04-07,Brazil,PE,Bom Jardim/PE,2602209,0,0,1,1,0.0,2.55206,0.0,-7.79695,-35.5784
2020-04-07,Brazil,RJ,Bom Jardim/RJ,3300506,0,0,1,1,0.0,3.6435199999999996,0.0,-22.1545,-42.4251
2020-04-07,Brazil,MG,Botelhos/MG,3108404,0,0,1,1,0.0,6.6795800000000005,0.0,-21.6412,-46.391000000000005
2020-04-07,Brazil,SP,Botucatu/SP,3507506,0,0,1,8,0.0,5.46086,0.0,-22.8837,-48.4437
2020-04-07,Brazil,SP,Bragança Paulista/SP,3507605,2,2,16,16,1.1857600000000001,9.486089999999999,0.125,-22.9527,-46.5419
2020-04-07,Brazil,DF,Brasília/DF,5300108,2,12,18,503,0.39797,16.68177,0.02386,-15.7795,-47.9297
2020-04-07,Brazil,BA,Brumado/BA,2904605,0,0,2,7,0.0,10.41744,0.0,-14.2021,-41.6696
2020-04-07,Brazil,SC,Brusque/SC,4202909,0,0,9,10,0.0,7.4226399999999995,0.0,-27.0977,-48.9107
2020-04-07,Brazil,AL,CASO SEM LOCALIZAÇÃO DEFINIDA/AL,27,0,0,1,6,0.0,0.17978,0.0,-9.665989999999999,-35.735
2020-04-07,Brazil,CE,CASO SEM LOCALIZAÇÃO DEFINIDA/CE,23,0,0,7,12,0.0,0.1314,0.0,-20.8508,-46.711999999999996
2020-04-07,Brazil,MG,CASO SEM LOCALIZAÇÃO DEFINIDA/MG,31,0,0,1,10,0.0,0.04724,0.0,-19.9102,-43.9266
2020-04-07,Brazil,PE,CASO SEM LOCALIZAÇÃO DEFINIDA/PE,26,0,1,1,7,0.010459999999999999,0.07324,0.14286,-8.046660000000001,-34.8771
2020-04-07,Brazil,RN,CASO SEM LOCALIZAÇÃO DEFINIDA/RN,24,0,0,-1,4,0.0,0.11406,0.0,-5.79357,-35.1986
2020-04-07,Brazil,SP,CASO SEM LOCALIZAÇÃO DEFINIDA/SP,35,0,0,2,77,0.0,0.16769,0.0,-23.5329,-46.6395
2020-04-07,Brazil,RJ,Cabo Frio/RJ,3300704,0,0,1,1,0.0,0.44145,0.0,-22.8894,-42.0286
2020-04-07,Brazil,PE,Cabo de Santo Agostinho/PE,2602902,0,1,1,6,0.48298,2.89788,0.16667,-8.28218,-35.0253
2020-04-07,Brazil,SP,Caieiras/SP,3509007,0,4,-1,21,3.94205,20.69577,0.19047999999999998,-23.3607,-46.7397
2020-04-07,Brazil,SP,Cajamar/SP,3509205,0,0,2,3,0.0,3.9062,0.0,-23.355,-46.8781
2020-04-07,Brazil,PE,Camaragibe/PE,2603454,0,1,3,10,0.6336,6.33601,0.1,-8.02351,-34.9782
2020-04-07,Brazil,BA,Camaçari/BA,2905701,0,0,1,10,0.0,3.34301,0.0,-12.6996,-38.3263
2020-04-07,Brazil,SC,Camboriú/SC,4203204,0,0,1,8,0.0,9.63983,0.0,-27.0241,-48.6503
2020-04-07,Brazil,PR,Cambé/PR,4103701,0,0,1,3,0.0,2.81603,0.0,-23.2766,-51.2798
2020-04-07,Brazil,SP,Campinas/SP,3509502,0,4,22,50,0.33221,4.15257,0.08,-22.9053,-47.0659
2020-04-07,Brazil,MS,Campo Grande/MS,5002704,0,0,4,48,0.0,5.35725,0.0,-20.4486,-54.6295
2020-04-07,Brazil,PR,Campo Mourão/PR,4104303,0,3,2,15,3.1625900000000002,15.81294,0.2,-24.0463,-52.378
2020-04-07,Brazil,RJ,Campos dos Goytacazes/RJ,3301009,0,0,1,3,0.0,0.59108,0.0,-21.7622,-41.3181
2020-04-07,Brazil,RS,Canoas/RS,4304606,0,0,1,12,0.0,3.46204,0.0,-29.9128,-51.1857
2020-04-07,Brazil,SP,Caraguatatuba/SP,3510500,1,1,1,2,0.82283,1.64566,0.5,-23.6125,-45.4125
2020-04-07,Brazil,SP,Carapicuíba/SP,3510609,0,1,3,19,0.24941999999999998,4.73902,0.052629999999999996,-23.5235,-46.8407
2020-04-07,Brazil,AM,Careiro da Várzea/AM,1301159,0,0,1,2,0.0,6.617039999999999,0.0,-3.3139999999999996,-59.5557
2020-04-07,Brazil,CE,Cariús/CE,2303303,0,1,2,2,5.34788,10.69576,0.5,-6.52428,-39.4916
2020-04-07,Brazil,CE,Cascavel/CE,2303501,0,0,1,1,0.0,1.39386,0.0,-4.12967,-38.2412
2020-04-07,Brazil,PR,Cascavel/PR,4104808,0,1,5,41,0.30446,12.48272,0.024390000000000002,-24.9573,-53.458999999999996
2020-04-07,Brazil,RJ,Casimiro de Abreu/RJ,3301306,0,0,3,3,0.0,6.789789999999999,0.0,-22.4812,-42.2066
2020-04-07,Brazil,SP,Catanduva/SP,3511102,0,0,1,1,0.0,0.8206,0.0,-21.1314,-48.977
2020-04-07,Brazil,PE,Catende/PE,2604205,1,1,1,1,2.33144,2.33144,1.0,-8.675089999999999,-35.7024
2020-04-07,Brazil,CE,Caucaia/CE,2303709,0,0,1,14,0.0,3.87382,0.0,-3.7279699999999996,-38.6619
2020-04-07,Brazil,RS,Caxias do Sul/RS,4305108,0,0,10,31,0.0,6.06765,0.0,-29.1629,-51.1792
2020-04-07,Brazil,MT,Chapada dos Guimarães/MT,5103007,0,0,1,1,0.0,5.06278,0.0,-15.4643,-55.7499
2020-04-07,Brazil,MS,Chapadão do Sul/MS,5002951,0,0,1,2,0.0,7.930839999999999,0.0,-18.788,-52.6263
2020-04-07,Brazil,PR,Cianorte/PR,4105508,0,1,2,13,1.21036,15.734689999999999,0.07692,-23.6599,-52.6054
2020-04-07,Brazil,GO,Cidade Ocidental/GO,5205497,0,0,1,2,0.0,2.80206,0.0,-16.0765,-47.9252
2020-04-07,Brazil,ES,Colatina/ES,3201506,0,0,1,3,0.0,2.449,0.0,-19.5493,-40.6269
2020-04-07,Brazil,PR,Colombo/PR,4105805,0,0,1,5,0.0,2.0514799999999997,0.0,-25.2925,-49.2262
2020-04-07,Brazil,MG,Coronel Fabriciano/MG,3119401,0,0,1,2,0.0,1.8205799999999999,0.0,-19.5179,-42.6276
2020-04-07,Brazil,MS,Corumbá/MS,5003207,0,0,1,1,0.0,0.89738,0.0,-19.0077,-57.651
2020-04-07,Brazil,SP,Cotia/SP,3513009,0,3,4,35,1.2038,14.044379999999999,0.08571000000000001,-23.6022,-46.919
2020-04-07,Brazil,SC,Criciúma/SC,4204608,1,2,2,29,0.92943,13.47671,0.06897,-28.6723,-49.3729
2020-04-07,Brazil,PR,Curitiba/PR,4106902,0,3,19,194,0.15519000000000002,10.03567,0.01546,-25.4195,-49.2646
2020-04-07,Brazil,SP,Diadema/SP,3513801,0,1,10,35,0.23590999999999998,8.25698,0.028569999999999998,-23.6813,-46.6205
2020-04-07,Brazil,BA,Dias d'Ávila/BA,2910057,0,0,-1,1,0.0,1.2332100000000001,0.0,-12.6187,-38.2926
2020-04-07,Brazil,RJ,Duque de Caxias/RJ,3301702,2,5,12,33,0.54372,3.5885300000000004,0.15152000000000002,-22.7858,-43.3049
2020-04-07,Brazil,SP,Embu das Artes/SP,3515004,0,1,2,22,0.36533000000000004,8.037230000000001,0.04545,-23.6437,-46.8579
2020-04-07,Brazil,RS,Encantado/RS,4306809,0,0,1,1,0.0,4.40412,0.0,-29.2351,-51.8703
2020-04-07,Brazil,RS,Farroupilha/RS,4307906,0,0,1,5,0.0,6.912669999999999,0.0,-29.2227,-51.3419
2020-04-07,Brazil,BA,Feira de Santana/BA,2910800,0,0,6,37,0.0,6.01751,0.0,-12.2664,-38.9663
2020-04-07,Brazil,PE,Fernando de Noronha/PE,2605459,0,0,7,14,0.0,457.36687,0.0,-3.8396,-32.4107
2020-04-07,Brazil,SP,Ferraz de Vasconcelos/SP,3515707,0,0,3,19,0.0,9.7799,0.0,-23.5411,-46.371
2020-04-07,Brazil,SC,Florianópolis/SC,4205407,1,3,15,114,0.59883,22.75572,0.02632,-27.5945,-48.5477
2020-04-07,Brazil,MG,Formiga/MG,3126109,0,0,-1,0,0.0,0.0,0.0,-20.4618,-45.4268
2020-04-07,Brazil,CE,Fortaleza/CE,2304400,3,30,124,1053,1.1238700000000001,39.44792,0.028489999999999998,-3.71664,-38.5423
2020-04-07,Brazil,PR,Foz do Iguaçu/PR,4108304,0,0,1,26,0.0,10.05678,0.0,-25.5427,-54.5827
2020-04-07,Brazil,SP,Franca/SP,3516200,0,0,-1,1,0.0,0.28314,0.0,-20.5352,-47.4039
2020-04-07,Brazil,SP,Francisco Morato/SP,3516309,0,1,1,9,0.5686899999999999,5.11817,0.11110999999999999,-23.2792,-46.7448
2020-04-07,Brazil,SP,Franco da Rocha/SP,3516408,0,1,1,9,0.6473,5.82566,0.11110999999999999,-23.3229,-46.729
2020-04-07,Brazil,RS,Garibaldi/RS,4308607,0,0,1,2,0.0,5.70288,0.0,-29.259,-51.5352
2020-04-07,Brazil,PE,Goiana/PE,2606200,0,1,1,2,1.25379,2.50759,0.5,-7.5606,-34.9959
2020-04-07,Brazil,GO,Goianésia/GO,5208608,0,0,4,5,0.0,7.1343,0.0,-15.3118,-49.1162
2020-04-07,Brazil,GO,Goiânia/GO,5208707,0,4,3,76,0.26383,5.01282,0.052629999999999996,-16.6864,-49.2643
2020-04-07,Brazil,MG,Governador Valadares/MG,3127701,0,0,1,3,0.0,1.07187,0.0,-18.8545,-41.9555
2020-04-07,Brazil,SC,Gravatal/SC,4206207,0,0,1,5,0.0,43.47448,0.0,-28.3208,-49.0427
2020-04-07,Brazil,RS,Gravataí/RS,4309209,0,0,1,11,0.0,3.90737,0.0,-29.9413,-50.9869
2020-04-07,Brazil,RJ,Guapimirim/RJ,3301850,0,0,1,3,0.0,4.95728,0.0,-22.5347,-42.9895
2020-04-07,Brazil,SP,Guarujá/SP,3518701,0,0,3,6,0.0,1.87231,0.0,-23.9888,-46.258
2020-04-07,Brazil,SP,Guarulhos/SP,3518800,1,7,11,74,0.50755,5.3655,0.09459,-23.4538,-46.5333
2020-04-07,Brazil,RS,Harmonia/RS,4309555,0,0,2,2,0.0,41.10152,0.0,-29.5456,-51.4185
2020-04-07,Brazil,SP,Hortolândia/SP,3519071,0,0,1,2,0.0,0.86636,0.0,-22.8529,-47.2143
2020-04-07,Brazil,BA,Ibirataia/BA,2912905,0,0,1,3,0.0,19.59248,0.0,-14.0643,-39.6459
2020-04-07,Brazil,SP,Ibiúna/SP,3519709,0,0,1,1,0.0,1.26778,0.0,-23.6596,-47.223
2020-04-07,Brazil,PE,Igarassu/PE,2606804,0,0,1,1,0.0,0.85456,0.0,-7.828810000000001,-34.9013
2020-04-07,Brazil,RJ,Iguaba Grande/RJ,3301876,2,2,2,3,7.06464,10.596960000000001,0.66667,-22.8495,-42.2299
2020-04-07,Brazil,SP,Ilha Comprida/SP,3520426,0,0,4,5,0.0,44.77879,0.0,-24.7307,-47.5383
2020-04-07,Brazil,BA,Ilhéus/BA,2913606,0,0,4,18,0.0,11.08873,0.0,-14.793,-39.046
2020-04-07,Brazil,MA,Imperatriz/MA,2105302,0,0,1,4,0.0,1.5463,0.0,-5.51847,-47.4777
2020-04-07,Brazil,SP,Indaiatuba/SP,3520509,0,0,1,3,0.0,1.19224,0.0,-23.0816,-47.2101
2020-04-07,Brazil,MG,Ipatinga/MG,3131307,0,0,1,2,0.0,0.75927,0.0,-19.4703,-42.5476
2020-04-07,Brazil,RJ,Itaboraí/RJ,3301900,0,2,1,15,0.8312799999999999,6.23462,0.13333,-22.7565,-42.8639
2020-04-07,Brazil,BA,Itabuna/BA,2914802,0,0,4,12,0.0,5.62791,0.0,-14.7876,-39.2781
2020-04-07,Brazil,AM,Itacoatiara/AM,1301902,0,0,1,9,0.0,8.881260000000001,0.0,-3.13861,-58.4449
2020-04-07,Brazil,BA,Itagibá/BA,2915205,0,0,1,3,0.0,20.57754,0.0,-14.2782,-39.8449
2020-04-07,Brazil,SC,Itajaí/SC,4208203,0,1,2,23,0.45551,10.47664,0.04348,-26.9101,-48.6705
2020-04-07,Brazil,SP,Itapecerica da Serra/SP,3522208,0,1,3,12,0.56917,6.8301,0.08333,-23.7161,-46.8572
2020-04-07,Brazil,BA,Itapetinga/BA,2916401,0,1,1,2,1.31325,2.6265,0.5,-15.2475,-40.2482
2020-04-07,Brazil,MG,Itapeva/MG,3133600,0,0,1,1,0.0,10.221810000000001,0.0,-22.7665,-46.2241
2020-04-07,Brazil,SP,Itapevi/SP,3522505,0,1,1,12,0.4207,5.04838,0.08333,-23.5488,-46.9327
2020-04-07,Brazil,SP,Itaquaquecetuba/SP,3523107,0,0,3,15,0.0,4.0450800000000005,0.0,-23.4835,-46.3457
2020-04-07,Brazil,SP,Itatiba/SP,3523404,1,1,1,1,0.82742,0.82742,1.0,-23.0035,-46.8464
2020-04-07,Brazil,PE,Jaboatão dos Guararapes/PE,2607901,0,1,9,24,0.14239000000000002,3.41735,0.04167,-8.11298,-35.015
2020-04-07,Brazil,SP,Jaboticabal/SP,3524303,0,1,1,4,1.2942799999999999,5.1771199999999995,0.25,-21.252,-48.3252
2020-04-07,Brazil,SP,Jandira/SP,3525003,0,0,1,3,0.0,2.40121,0.0,-23.5275,-46.9023
2020-04-07,Brazil,RJ,Japeri/RJ,3302270,0,0,1,1,0.0,0.95449,0.0,-22.6435,-43.6602
2020-04-07,Brazil,SC,Joinville/SC,4209102,0,1,1,26,0.16935999999999998,4.4033,0.03846,-26.3045,-48.8487
2020-04-07,Brazil,SP,José Bonifácio/SP,3525706,0,0,1,2,0.0,5.40321,0.0,-21.0551,-49.6892
2020-04-07,Brazil,PB,João Pessoa/PB,2507507,0,2,3,30,0.24720999999999999,3.70821,0.06667000000000001,-7.1150899999999995,-34.8641
2020-04-07,Brazil,MG,Juiz de Fora/MG,3136702,0,0,3,42,0.0,7.38302,0.0,-21.7595,-43.3398
2020-04-07,Brazil,AM,Jutaí/AM,1302306,0,0,-1,0,0.0,0.0,0.0,-2.75814,-66.7595
2020-04-07,Brazil,MG,Lagoa da Prata/MG,3137205,0,0,6,11,0.0,21.08694,0.0,-20.0237,-45.5401
2020-04-07,Brazil,RS,Lajeado/RS,4311403,0,0,3,11,0.0,13.093060000000001,0.0,-29.4591,-51.9644
2020-04-07,Brazil,BA,Lauro de Freitas/BA,2919207,1,1,0,19,0.50393,9.57468,0.052629999999999996,-12.8978,-38.321
2020-04-07,Brazil,SP,Lençóis Paulista/SP,3526803,0,0,1,2,0.0,2.9226099999999997,0.0,-22.6027,-48.8037
2020-04-07,Brazil,PR,Londrina/PR,4113700,1,2,7,54,0.35104,9.47812,0.03704,-23.304000000000002,-51.1691
2020-04-07,Brazil,PE,Macaparana/PE,2609006,1,1,1,1,3.9407300000000003,3.9407300000000003,1.0,-7.5556399999999995,-35.4425
2020-04-07,Brazil,AP,Macapá/AP,1600303,0,1,12,47,0.19868,9.33787,0.02128,0.034934,-51.0694
2020-04-07,Brazil,AL,Maceió/AL,2704302,0,2,2,24,0.19627999999999998,2.35537,0.08333,-9.665989999999999,-35.735
2020-04-07,Brazil,RJ,Magé/RJ,3302502,0,0,2,7,0.0,2.85632,0.0,-22.6632,-43.0315
2020-04-07,Brazil,SP,Mairiporã/SP,3528502,0,2,1,7,1.99643,6.987489999999999,0.28570999999999996,-23.3171,-46.5897
2020-04-07,Brazil,AM,Manacapuru/AM,1302504,0,3,14,42,3.08081,43.13133,0.07143,-3.29066,-60.6216
2020-04-07,Brazil,AM,Manaus/AM,1302603,4,19,87,560,0.87046,25.65556,0.03393,-3.1186599999999998,-60.0212
2020-04-07,Brazil,CE,Maracanaú/CE,2307650,0,1,3,17,0.43882,7.45987,0.058820000000000004,-3.86699,-38.6259
2020-04-07,Brazil,RJ,Maricá/RJ,3302700,0,1,1,9,0.62032,5.58288,0.11110999999999999,-22.9354,-42.8246
2020-04-07,Brazil,PA,Marituba/PA,1504422,0,0,1,3,0.0,2.281,0.0,-1.36002,-48.3421
2020-04-07,Brazil,SP,Marília/SP,3529005,0,0,1,2,0.0,0.8372299999999999,0.0,-22.2171,-49.9501
2020-04-07,Brazil,SP,Mauá/SP,3529401,0,0,10,28,0.0,5.92076,0.0,-23.6677,-46.4613
2020-04-07,Brazil,RJ,Mesquita/RJ,3302858,0,1,1,7,0.56785,3.97495,0.14286,-22.8028,-43.4601
2020-04-07,Brazil,SP,Mirassol/SP,3530300,0,0,1,2,0.0,3.34314,0.0,-20.8169,-49.5206
2020-04-07,Brazil,SP,Mogi das Cruzes/SP,3530607,0,1,8,27,0.22429000000000002,6.05596,0.03704,-23.5208,-46.1854
2020-04-07,Brazil,SP,Monte Alto/SP,3531308,0,0,1,1,0.0,1.9802799999999998,0.0,-21.2655,-48.4971
2020-04-07,Brazil,PE,Moreno/PE,2609402,0,0,2,2,0.0,3.18552,0.0,-8.10871,-35.0835
2020-04-07,Brazil,RN,Mossoró/RN,2408003,0,3,4,63,1.00882,21.18516,0.047619999999999996,-5.18374,-37.3474
2020-04-07,Brazil,RN,Natal/RN,2408102,0,2,3,116,0.22621,13.12036,0.017240000000000002,-5.79357,-35.1986
2020-04-07,Brazil,RJ,Nilópolis/RJ,3303203,0,0,5,9,0.0,5.53897,0.0,-22.8057,-43.4233
2020-04-07,Brazil,RJ,Niterói/RJ,3303302,0,2,2,94,0.38942,18.30275,0.02128,-22.8832,-43.1034
2020-04-07,Brazil,MS,Nova Andradina/MS,5006200,0,0,6,9,0.0,16.55203,0.0,-22.238000000000003,-53.3437
2020-04-07,Brazil,RJ,Nova Friburgo/RJ,3303401,0,0,3,7,0.0,3.67202,0.0,-22.2932,-42.5377
2020-04-07,Brazil,GO,Nova Glória/GO,5214861,0,0,1,1,0.0,12.2489,0.0,-15.145,-49.5737
2020-04-07,Brazil,RJ,Nova Iguaçu/RJ,3303500,0,2,9,38,0.24356999999999998,4.6277800000000004,0.052629999999999996,-22.7556,-43.4603
2020-04-07,Brazil,ES,Nova Venécia/ES,3203908,0,0,1,1,0.0,1.9956099999999999,0.0,-18.715,-40.4053
2020-04-07,Brazil,RS,Novo Hamburgo/RS,4313409,0,2,3,23,0.8105399999999999,9.32125,0.08696,-29.6875,-51.1328
2020-04-07,Brazil,PE,Olinda/PE,2609600,0,3,7,18,0.76437,4.5862,0.16667,-8.01017,-34.8545
2020-04-07,Brazil,SP,Osasco/SP,3534401,1,4,13,84,0.57272,12.02718,0.047619999999999996,-23.5324,-46.7916
2020-04-07,Brazil,SC,Palhoça/SC,4211900,1,1,0,3,0.58208,1.74625,0.33333,-27.6455,-48.6697
2020-04-07,Brazil,PE,Palmares/PE,2610004,0,1,1,2,1.58103,3.16206,0.5,-8.68423,-35.589
2020-04-07,Brazil,PA,Parauapebas/PA,1505536,0,0,1,3,0.0,1.44042,0.0,-6.06781,-49.9037
2020-04-07,Brazil,RS,Paraí/RS,4314001,0,0,1,2,0.0,26.119889999999998,0.0,-28.5964,-51.7896
2020-04-07,Brazil,RJ,Paraíba do Sul/RJ,3303708,0,0,1,3,0.0,6.7743,0.0,-22.1585,-43.303999999999995
2020-04-07,Brazil,RS,Pareci Novo/RS,4314035,0,0,1,1,0.0,26.06203,0.0,-29.6365,-51.3974
2020-04-07,Brazil,RN,Parnamirim/RN,2403251,0,0,1,28,0.0,10.708730000000001,0.0,-5.91116,-35.271
2020-04-07,Brazil,RS,Passo Fundo/RS,4314100,0,0,3,14,0.0,6.88722,0.0,-28.2576,-52.4091
2020-04-07,Brazil,PE,Paudalho/PE,2610608,0,1,2,4,1.7697200000000002,7.0788899999999995,0.25,-7.90287,-35.1716
2020-04-07,Brazil,PE,Paulista/PE,2610707,0,0,3,8,0.0,2.41128,0.0,-7.934010000000001,-34.8684
2020-04-07,Brazil,MA,Paço do Lumiar/MA,2107506,0,0,2,6,0.0,4.9101,0.0,-2.51657,-44.1019
2020-04-07,Brazil,SP,Peruíbe/SP,3537602,0,0,2,2,0.0,2.9289400000000003,0.0,-24.311999999999998,-47.0012
2020-04-07,Brazil,PE,Petrolina/PE,2611101,0,0,1,3,0.0,0.85924,0.0,-9.38866,-40.5027
2020-04-07,Brazil,RJ,Petrópolis/RJ,3303906,0,1,4,20,0.32659,6.53187,0.05,-22.52,-43.1926
2020-04-07,Brazil,SP,Pindamonhangaba/SP,3538006,0,0,1,1,0.0,0.59408,0.0,-22.9246,-45.4613
2020-04-07,Brazil,PR,Pinhais/PR,4119152,0,0,1,8,0.0,6.0534099999999995,0.0,-25.4429,-49.1927
2020-04-07,Brazil,SP,Piracicaba/SP,3538709,0,0,2,10,0.0,2.47438,0.0,-22.7338,-47.6476
2020-04-07,Brazil,PI,Piracuruca/PI,2208304,0,0,1,2,0.0,6.946619999999999,0.0,-3.93335,-41.7088
2020-04-07,Brazil,MG,Piumhi/MG,3151503,0,0,1,1,0.0,2.88259,0.0,-20.4762,-45.9589
2020-04-07,Brazil,RS,Porto Alegre/RS,4314902,0,5,19,272,0.33698,18.331670000000003,0.01838,-30.0318,-51.2065
2020-04-07,Brazil,RJ,Porto Real/RJ,3304110,0,0,1,1,0.0,5.08053,0.0,-22.4175,-44.2952
2020-04-07,Brazil,RO,Porto Velho/RO,1100205,0,1,5,19,0.18884,3.58799,0.052629999999999996,-8.760769999999999,-63.8999
2020-04-07,Brazil,MG,Pouso Alegre/MG,3152501,1,1,3,8,0.66341,5.307259999999999,0.125,-22.2266,-45.9389
2020-04-07,Brazil,SP,Poá/SP,3539806,1,1,2,6,0.85141,5.10847,0.16667,-23.5333,-46.3473
2020-04-07,Brazil,SP,Praia Grande/SP,3541000,0,0,7,11,0.0,3.38386,0.0,-24.0084,-46.4121
2020-04-07,Brazil,MT,Primavera do Leste/MT,5107040,0,0,1,1,0.0,1.6124100000000001,0.0,-15.544,-54.2811
2020-04-07,Brazil,RJ,Quatis/RJ,3304128,0,0,2,2,0.0,13.984060000000001,0.0,-22.4045,-44.2597
2020-04-07,Brazil,RJ,Queimados/RJ,3304144,0,0,1,5,0.0,3.32626,0.0,-22.7102,-43.5518
2020-04-07,Brazil,PR,Quitandinha/PR,4121208,0,0,1,1,0.0,5.249619999999999,0.0,-25.8734,-49.4973
2020-04-07,Brazil,PE,Recife/PE,2611606,2,18,75,221,1.09374,13.428720000000002,0.08145,-8.046660000000001,-34.8771
2020-04-07,Brazil,RJ,Resende/RJ,3304201,0,0,1,4,0.0,3.0455099999999997,0.0,-22.4705,-44.4509
2020-04-07,Brazil,SP,Ribeirão Pires/SP,3543303,0,0,5,9,0.0,7.293769999999999,0.0,-23.7067,-46.4058
2020-04-07,Brazil,SP,Ribeirão Preto/SP,3543402,1,2,1,29,0.28438,4.12346,0.06897,-21.1699,-47.8099
2020-04-07,Brazil,MG,Ribeirão das Neves/MG,3154606,0,0,1,2,0.0,0.59727,0.0,-19.7621,-44.0844
2020-04-07,Brazil,RJ,Rio Bonito/RJ,3304300,0,2,1,3,3.3222,4.9833099999999995,0.66667,-22.7181,-42.6276
2020-04-07,Brazil,AC,Rio Branco/AC,1200401,1,2,0,39,0.49101999999999996,9.574810000000001,0.05127999999999999,-9.97499,-67.8243
2020-04-07,Brazil,SP,Rio Claro/SP,3543907,0,0,1,3,0.0,1.4533200000000002,0.0,-22.3984,-47.5546
2020-04-07,Brazil,SP,Rio Grande da Serra/SP,3544103,0,0,1,1,0.0,1.96672,0.0,-23.7437,-46.3971
2020-04-07,Brazil,RJ,Rio de Janeiro/RJ,3304557,12,59,141,1251,0.8781200000000001,18.61911,0.04716,-22.9129,-43.2003
2020-04-07,Brazil,MG,Sabará/MG,3156700,0,0,1,5,0.0,3.66719,0.0,-19.884,-43.8263
2020-04-07,Brazil,PE,Salgueiro/PE,2612208,0,0,1,1,0.0,1.64123,0.0,-8.07373,-39.1247
2020-04-07,Brazil,SP,Salto de Pirapora/SP,3545308,0,0,1,2,0.0,4.40315,0.0,-23.6474,-47.5743
2020-04-07,Brazil,SP,Salto/SP,3545209,0,0,1,1,0.0,0.84272,0.0,-23.1996,-47.2931
2020-04-07,Brazil,BA,Salvador/BA,2927408,2,10,6,269,0.34815,9.365160000000001,0.03717,-12.9718,-38.5011
2020-04-07,Brazil,SC,Sangão/SC,4215455,0,0,1,1,0.0,7.8876800000000005,0.0,-28.6326,-49.1322
2020-04-07,Brazil,SP,Santa Branca/SP,3546009,1,1,0,2,6.762239999999999,13.524479999999999,0.5,-23.3933,-45.8875
2020-04-07,Brazil,PR,Santa Fé/PR,4123402,0,1,1,2,8.30772,16.61544,0.5,-23.04,-51.808
2020-04-07,Brazil,MA,Santa Inês/MA,2109908,0,0,1,1,0.0,1.12304,0.0,-3.6511199999999997,-45.3774
2020-04-07,Brazil,PB,Santa Rita/PB,2513703,0,0,2,2,0.0,1.46428,0.0,-7.11724,-34.9753
2020-04-07,Brazil,SC,Santa Rosa de Lima/SC,4215604,0,0,1,1,0.0,46.685340000000004,0.0,-28.0331,-49.133
2020-04-07,Brazil,SP,Santana de Parnaíba/SP,3547304,0,0,2,27,0.0,19.36219,0.0,-23.4439,-46.9178
2020-04-07,Brazil,SP,Santo André/SP,3547809,0,3,24,98,0.41738000000000003,13.63435,0.030610000000000002,-23.6737,-46.5432
2020-04-07,Brazil,PA,Santo Antônio do Tauá/PA,1507003,0,0,1,1,0.0,3.1764200000000002,0.0,-1.1522,-48.1314
2020-04-07,Brazil,SP,Santos/SP,3548500,0,2,12,87,0.46156,20.07796,0.02299,-23.9535,-46.335
2020-04-07,Brazil,RS,Sapucaia do Sul/RS,4320008,0,0,1,2,0.0,1.41769,0.0,-29.8276,-51.145
