date,country,state,city,ibgeID,newDeaths,deaths,newCases,totalCases,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,lat,long
2020-03-14,Brazil,PE,CASO SEM LOCALIZAÇÃO DEFINIDA/PE,26,0,0,1,1,0.0,0.010459999999999999,0.0,-8.046660000000001,-34.8771
2020-03-14,Brazil,RJ,CASO SEM LOCALIZAÇÃO DEFINIDA/RJ,33,0,0,6,7,0.0,0.04054,0.0,-22.9129,-43.2003
2020-03-14,Brazil,RS,CASO SEM LOCALIZAÇÃO DEFINIDA/RS,43,0,0,2,2,0.0,0.017580000000000002,0.0,-30.0318,-51.2065
2020-03-14,Brazil,MS,Campo Grande/MS,5002704,0,0,2,2,0.0,0.22321999999999997,0.0,-20.4486,-54.6295
2020-03-14,Brazil,SP,Carapicuíba/SP,3510609,0,0,1,1,0.0,0.24941999999999998,0.0,-23.5235,-46.8407
2020-03-14,Brazil,GO,Goiânia/GO,5208707,0,0,1,3,0.0,0.19787000000000002,0.0,-16.6864,-49.2643
2020-03-14,Brazil,MG,Juiz de Fora/MG,3136702,0,0,1,1,0.0,0.17579,0.0,-21.7595,-43.3398
2020-03-14,Brazil,MG,Patrocínio/MG,3148103,0,0,1,1,0.0,1.10184,0.0,-18.9379,-46.9934
2020-03-14,Brazil,SC,Rancho Queimado/SC,4214300,0,0,2,2,0.0,69.4927,0.0,-27.6727,-49.0191
2020-03-14,Brazil,PE,Recife/PE,2611606,0,0,4,6,0.0,0.36458,0.0,-8.046660000000001,-34.8771
2020-03-14,Brazil,SP,São Paulo/SP,3550308,0,0,18,62,0.0,0.5060399999999999,0.0,-23.5329,-46.6395
2020-03-15,Brazil,DF,Brasília/DF,5300108,0,0,6,14,0.0,0.4643,0.0,-15.7795,-47.9297
2020-03-15,Brazil,SC,Braço do Norte/SC,4202800,0,0,1,1,0.0,2.9895400000000003,0.0,-28.2681,-49.1701
2020-03-15,Brazil,SP,CASO SEM LOCALIZAÇÃO DEFINIDA/SP,35,0,0,71,71,0.0,0.15462,0.0,-23.5329,-46.6395
2020-03-15,Brazil,BA,Feira de Santana/BA,2910800,0,0,1,5,0.0,0.81318,0.0,-12.2664,-38.9663
2020-03-15,Brazil,PE,Recife/PE,2611606,0,0,1,7,0.0,0.42533999999999994,0.0,-8.046660000000001,-34.8771
2020-03-15,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,0,9,22,0.0,0.32743,0.0,-22.9129,-43.2003
2020-03-15,Brazil,BA,Salvador/BA,2927408,0,0,1,4,0.0,0.13926,0.0,-12.9718,-38.5011
2020-03-16,Brazil,GO,Anápolis/GO,5201108,0,0,2,2,0.0,0.5169,0.0,-16.3281,-48.953
2020-03-16,Brazil,CE,Aquiraz/CE,2301000,0,0,1,1,0.0,1.2457799999999999,0.0,-3.89929,-38.3896
2020-03-16,Brazil,SE,Aracaju/SE,2800308,0,0,4,5,0.0,0.76102,0.0,-10.9091,-37.0677
2020-03-16,Brazil,MG,Belo Horizonte/MG,3106200,0,0,1,1,0.0,0.039810000000000005,0.0,-19.9102,-43.9266
2020-03-16,Brazil,DF,Brasília/DF,5300108,0,0,5,19,0.0,0.63013,0.0,-15.7795,-47.9297
2020-03-16,Brazil,RJ,CASO SEM LOCALIZAÇÃO DEFINIDA/RJ,33,0,0,6,6,0.0,0.03475,0.0,-22.9129,-43.2003
2020-03-16,Brazil,MS,Campo Grande/MS,5002704,0,0,2,4,0.0,0.44643999999999995,0.0,-20.4486,-54.6295
2020-03-16,Brazil,SC,Florianópolis/SC,4205407,0,0,1,3,0.0,0.59883,0.0,-27.5945,-48.5477
2020-03-16,Brazil,CE,Fortaleza/CE,2304400,0,0,8,8,0.0,0.2997,0.0,-3.71664,-38.5423
2020-03-16,Brazil,GO,Goiânia/GO,5208707,0,0,2,5,0.0,0.32979,0.0,-16.6864,-49.2643
2020-03-16,Brazil,MG,Juiz de Fora/MG,3136702,0,0,1,2,0.0,0.35157,0.0,-21.7595,-43.3398
2020-03-16,Brazil,SP,Mauá/SP,3529401,0,0,1,1,0.0,0.21145999999999998,0.0,-23.6677,-46.4613
2020-03-16,Brazil,RS,Porto Alegre/RS,4314902,0,0,4,6,0.0,0.40438,0.0,-30.0318,-51.2065
2020-03-16,Brazil,BA,Porto Seguro/BA,2925303,0,0,1,1,0.0,0.67256,0.0,-16.4435,-39.0643
2020-03-16,Brazil,GO,Rio Verde/GO,5218805,0,0,1,2,0.0,0.8487299999999999,0.0,-17.7923,-50.9192
2020-03-16,Brazil,RJ,Rio de Janeiro/RJ,3304557,0,0,1,23,0.0,0.34231999999999996,0.0,-22.9129,-43.2003
2020-03-16,Brazil,SP,Santo André/SP,3547809,0,0,1,1,0.0,0.13913,0.0,-23.6737,-46.5432
2020-03-16,Brazil,SP,São Bernardo do Campo/SP,3548708,0,0,1,1,0.0,0.1192,0.0,-23.6914,-46.5646
2020-03-16,Brazil,SP,São Caetano do Sul/SP,3548807,0,0,1,1,0.0,0.62063,0.0,-23.6229,-46.5548
2020-03-16,Brazil,SP,São Paulo/SP,3550308,0,0,83,145,0.0,1.1834799999999999,0.0,-23.5329,-46.6395
2020-03-17,Brazil,MG,Belo Horizonte/MG,3106200,0,0,4,5,0.0,0.19904000000000002,0.0,-19.9102,-43.9266
2020-03-17,Brazil,PE,Belo Jardim/PE,2601706,0,0,1,1,0.0,1.30823,0.0,-8.3313,-36.4258
2020-03-17,Brazil,DF,Brasília/DF,5300108,0,0,3,22,0.0,0.7296199999999999,0.0,-15.7795,-47.9297
2020-03-17,Brazil,PE,CASO SEM LOCALIZAÇÃO DEFINIDA/PE,26,0,0,1,2,0.0,0.02093,0.0,-8.046660000000001,-34.8771
2020-03-17,Brazil,RJ,CASO SEM LOCALIZAÇÃO DEFINIDA/RJ,33,0,0,2,8,0.0,0.04634,0.0,-22.9129,-43.2003
2020-03-17,Brazil,RS,CASO SEM LOCALIZAÇÃO DEFINIDA/RS,43,0,0,2,2,0.0,0.017580000000000002,0.0,-30.0318,-51.2065
2020-03-17,Brazil,MS,Campo Grande/MS,5002704,0,0,2,6,0.0,0.66966,0.0,-20.4486,-54.6295
2020-03-17,Brazil,PR,Campo Largo/PR,4104204,0,0,1,1,0.0,0.75756,0.0,-25.4525,-49.528999999999996
2020-03-17,Brazil,PR,Cianorte/PR,4105508,0,0,1,2,0.0,2.42072,0.0,-23.6599,-52.6054
2020-03-17,Brazil,MG,Coronel Fabriciano/MG,3119401,0,0,1,1,0.0,0.9102899999999999,0.0,-19.5179,-42.6276
2020-03-17,Brazil,PR,Curitiba/PR,4106902,0,0,2,7,0.0,0.36211,0.0,-25.4195,-49.2646
2020-03-17,Brazil,CE,Fortaleza/CE,2304400,0,0,1,9,0.0,0.33716,0.0,-3.71664,-38.5423
