epi_week,date,country,state,city,newDeaths,deaths,newCases,totalCases,deathsMS,totalCasesMS,deaths_per_100k_inhabitants,totalCases_per_100k_inhabitants,deaths_by_totalCases,recovered,suspects,tests,tests_per_100k_inhabitants,lat,long
14,2020-04-04,Brazil,AC,TOTAL,0,0,0,46,0,46,0.0,5.2158,0.0,10.0,41.0,,,-9.97499,-67.8243
14,2020-04-04,Brazil,AL,TOTAL,0,2,0,23,2,23,0.05993,0.68917,0.08696,1.0,274.0,,,-9.665989999999999,-35.735
14,2020-04-04,Brazil,AM,TOTAL,5,12,51,311,12,311,0.28953,7.50375,0.03859,1.0,121.0,,,-3.1186599999999998,-60.0212
14,2020-04-04,Brazil,AP,TOTAL,1,1,10,29,1,28,0.11824000000000001,3.42899,0.034480000000000004,,512.0,,,0.034934,-51.0694
14,2020-04-04,Brazil,BA,TOTAL,1,7,46,336,7,332,0.047060000000000005,2.2591200000000002,0.02083,16.0,,,,-12.9718,-38.5011
14,2020-04-04,Brazil,CE,TOTAL,1,23,87,745,22,730,0.25186,8.15806,0.030869999999999998,,4200.0,,,-20.8508,-46.711999999999996
14,2020-04-04,Brazil,DF,TOTAL,1,7,37,456,7,454,0.23215,15.123029999999998,0.01535,1.0,,,,-15.7795,-47.9297
14,2020-04-04,Brazil,ES,TOTAL,1,6,13,166,5,153,0.1493,4.13074,0.03614,12.0,767.0,,,-20.3155,-40.3128
14,2020-04-04,Brazil,GO,TOTAL,0,2,15,103,2,103,0.0285,1.4675799999999999,0.01942,,2333.0,,,-16.6864,-49.2643
14,2020-04-04,Brazil,MA,TOTAL,1,2,8,95,1,88,0.02827,1.3427200000000001,0.02105,12.0,913.0,,,-2.53874,-44.2825
14,2020-04-04,Brazil,MG,TOTAL,0,6,33,430,6,430,0.028339999999999997,2.0312900000000003,0.01395,,44528.0,,,-19.9102,-43.9266
14,2020-04-04,Brazil,MS,TOTAL,0,1,2,62,1,62,0.03598,2.23103,0.016130000000000002,,41.0,,,-20.4486,-54.6295
14,2020-04-04,Brazil,MT,TOTAL,0,1,16,60,1,56,0.0287,1.72193,0.016669999999999997,,326.0,,,-15.600999999999999,-56.0974
14,2020-04-04,Brazil,PA,TOTAL,0,1,7,82,1,80,0.01162,0.9531700000000001,0.0122,,116.0,,,-1.4554,-48.4898
14,2020-04-04,Brazil,PB,TOTAL,2,3,2,34,2,32,0.07466,0.8461700000000001,0.08824,3.0,90.0,,,-7.1150899999999995,-34.8641
14,2020-04-04,Brazil,PE,TOTAL,4,14,40,176,14,176,0.14649,1.8415700000000002,0.07955,9.0,,,,-8.046660000000001,-34.8771
14,2020-04-04,Brazil,PI,TOTAL,0,4,2,24,4,22,0.1222,0.73322,0.16667,,268.0,,,-5.09194,-42.8034
14,2020-04-04,Brazil,PR,TOTAL,2,7,94,401,6,395,0.061220000000000004,3.5071,0.01746,7.0,521.0,,,-25.4195,-49.2646
14,2020-04-04,Brazil,RJ,TOTAL,11,58,172,1246,58,1246,0.33594,7.216939999999999,0.04655,1.0,4471.0,,,-22.9129,-43.2003
14,2020-04-04,Brazil,RN,TOTAL,2,6,39,215,5,212,0.17109000000000002,6.13085,0.02791,1.0,2261.0,,,-5.79357,-35.1986
14,2020-04-04,Brazil,RO,TOTAL,0,1,1,11,1,11,0.05627000000000001,0.6189399999999999,0.09091,,,,,-8.760769999999999,-63.8999
14,2020-04-04,Brazil,RR,TOTAL,0,1,5,42,1,37,0.16508,6.93343,0.023809999999999998,,14.0,,,2.82384,-60.6753
14,2020-04-04,Brazil,RS,TOTAL,1,7,8,418,6,410,0.061529999999999994,3.674,0.01675,3.0,258.0,,,-30.0318,-51.2065
14,2020-04-04,Brazil,SC,TOTAL,5,10,55,356,5,334,0.13957,4.96874,0.028089999999999997,,325.0,,,-27.5945,-48.5477
14,2020-04-04,Brazil,SE,TOTAL,1,3,5,32,2,27,0.13051,1.39209,0.09375,,,,,-10.9091,-37.0677
14,2020-04-04,Brazil,SP,TOTAL,41,260,418,4466,260,4466,0.56621,9.725810000000001,0.05822000000000001,1.0,12000.0,,,-23.5329,-46.6395
14,2020-04-04,Brazil,TO,TOTAL,0,0,3,16,0,14,0.0,1.01725,0.0,,,,,-10.24,-48.3558
15,2020-04-05,Brazil,AC,TOTAL,0,0,2,48,0,48,0.0,5.44258,0.0,10.0,41.0,,,-9.97499,-67.8243
15,2020-04-05,Brazil,AL,TOTAL,0,2,5,28,2,28,0.05993,0.83899,0.07143,1.0,274.0,,,-9.665989999999999,-35.735
15,2020-04-05,Brazil,AM,TOTAL,3,15,106,417,14,417,0.36191999999999996,10.06129,0.03597,1.0,121.0,,,-3.1186599999999998,-60.0212
15,2020-04-05,Brazil,AP,TOTAL,1,2,3,32,2,29,0.23648000000000002,3.7837099999999997,0.0625,,512.0,,,0.034934,-51.0694
15,2020-04-05,Brazil,BA,TOTAL,2,9,65,401,9,401,0.06051,2.69615,0.02244,16.0,,,,-12.9718,-38.5011
15,2020-04-05,Brazil,CE,TOTAL,12,35,218,963,26,823,0.38326,10.54525,0.03634,,3890.0,,,-20.8508,-46.711999999999996
15,2020-04-05,Brazil,DF,TOTAL,0,7,12,468,7,468,0.23215,15.52101,0.01496,1.0,,,,-15.7795,-47.9297
15,2020-04-05,Brazil,ES,TOTAL,0,6,28,194,6,166,0.1493,4.82749,0.030930000000000003,38.0,758.0,,,-20.3155,-40.3128
15,2020-04-05,Brazil,GO,TOTAL,1,3,12,115,3,115,0.04275,1.6385599999999998,0.02609,,2333.0,,,-16.6864,-49.2643
15,2020-04-05,Brazil,MA,TOTAL,0,2,37,132,2,96,0.02827,1.86568,0.01515,12.0,913.0,,,-2.53874,-44.2825
15,2020-04-05,Brazil,MG,TOTAL,0,6,68,498,6,498,0.028339999999999997,2.35252,0.01205,,47018.0,,,-19.9102,-43.9266
15,2020-04-05,Brazil,MS,TOTAL,0,1,3,65,1,65,0.03598,2.33898,0.015380000000000001,,41.0,,,-20.4486,-54.6295
15,2020-04-05,Brazil,MT,TOTAL,0,1,0,60,1,60,0.0287,1.72193,0.016669999999999997,,326.0,,,-15.600999999999999,-56.0974
15,2020-04-05,Brazil,PA,TOTAL,0,1,4,86,1,86,0.01162,0.9996700000000001,0.01163,,116.0,,,-1.4554,-48.4898
15,2020-04-05,Brazil,PB,TOTAL,1,4,1,35,4,34,0.09955,0.87105,0.11429,3.0,90.0,,,-7.1150899999999995,-34.8641
15,2020-04-05,Brazil,PE,TOTAL,7,21,25,201,21,201,0.21973,2.10315,0.10447999999999999,9.0,,,,-8.046660000000001,-34.8771
15,2020-04-05,Brazil,PI,TOTAL,0,4,0,24,4,23,0.1222,0.73322,0.16667,,268.0,,,-5.09194,-42.8034
15,2020-04-05,Brazil,PR,TOTAL,3,10,44,445,9,438,0.08746,3.89192,0.02247,7.0,183.0,,,-25.4195,-49.2646
15,2020-04-05,Brazil,RJ,TOTAL,6,64,148,1394,64,1394,0.37069,8.07417,0.04591,1.0,,,,-22.9129,-43.2003
15,2020-04-05,Brazil,RN,TOTAL,1,7,31,246,7,242,0.19960999999999998,7.0148399999999995,0.028460000000000003,1.0,2261.0,,,-5.79357,-35.1986
15,2020-04-05,Brazil,RO,TOTAL,0,1,3,14,1,12,0.05627000000000001,0.78774,0.07143,,,,,-8.760769999999999,-63.8999
15,2020-04-05,Brazil,RR,TOTAL,0,1,0,42,1,42,0.16508,6.93343,0.023809999999999998,,14.0,,,2.82384,-60.6753
15,2020-04-05,Brazil,RS,TOTAL,0,7,50,468,7,418,0.061529999999999994,4.11348,0.01496,3.0,,,,-30.0318,-51.2065
15,2020-04-05,Brazil,SC,TOTAL,0,10,23,379,10,357,0.13957,5.28976,0.026389999999999997,,325.0,,,-27.5945,-48.5477
15,2020-04-05,Brazil,SE,TOTAL,0,3,0,32,3,32,0.13051,1.39209,0.09375,,,,,-10.9091,-37.0677
15,2020-04-05,Brazil,SP,TOTAL,15,275,154,4620,275,4620,0.59888,10.06118,0.05952,1.0,12000.0,,,-23.5329,-46.6395
15,2020-04-05,Brazil,TO,TOTAL,0,0,1,17,0,17,0.0,1.08083,0.0,,,,,-10.24,-48.3558
15,2020-04-06,Brazil,AC,TOTAL,1,1,2,50,0,50,0.11339,5.66935,0.02,10.0,41.0,,,-9.97499,-67.8243
15,2020-04-06,Brazil,AL,TOTAL,0,2,3,31,2,31,0.05993,0.9288799999999999,0.06452000000000001,1.0,274.0,,,-9.665989999999999,-35.735
15,2020-04-06,Brazil,AM,TOTAL,4,19,115,532,19,532,0.45843,12.835989999999999,0.035710000000000006,1.0,121.0,,,-3.1186599999999998,-60.0212
15,2020-04-06,Brazil,AP,TOTAL,0,2,7,39,2,34,0.23648000000000002,4.6114,0.05127999999999999,,512.0,,,0.034934,-51.0694
15,2020-04-06,Brazil,BA,TOTAL,1,10,36,437,10,431,0.06724,2.9382,0.02288,63.0,,,,-12.9718,-38.5011
15,2020-04-06,Brazil,CE,TOTAL,1,36,83,1046,29,1013,0.39421,11.454130000000001,0.03442,,3684.0,,,-20.8508,-46.711999999999996
15,2020-04-06,Brazil,DF,TOTAL,3,10,17,485,10,473,0.33165,16.08481,0.02062,148.0,75.0,,,-15.7795,-47.9297
15,2020-04-06,Brazil,ES,TOTAL,0,6,15,209,6,194,0.1493,5.20075,0.028710000000000003,38.0,801.0,,,-20.3155,-40.3128
15,2020-04-06,Brazil,GO,TOTAL,2,5,4,119,5,119,0.07124,1.69555,0.04202,,2333.0,,,-16.6864,-49.2643
15,2020-04-06,Brazil,MA,TOTAL,2,4,39,171,2,133,0.05654,2.4169,0.02339,12.0,913.0,,,-2.53874,-44.2825
15,2020-04-06,Brazil,MG,TOTAL,3,9,27,525,9,525,0.04252,2.48007,0.01714,,47715.0,,,-19.9102,-43.9266
15,2020-04-06,Brazil,MS,TOTAL,0,1,1,66,1,66,0.03598,2.3749700000000002,0.01515,,63.0,,,-20.4486,-54.6295
15,2020-04-06,Brazil,MT,TOTAL,0,1,16,76,1,76,0.0287,2.18111,0.01316,13.0,326.0,,,-15.600999999999999,-56.0974
15,2020-04-06,Brazil,PA,TOTAL,4,5,37,123,3,102,0.058120000000000005,1.4297600000000001,0.04065,,106.0,,,-1.4554,-48.4898
15,2020-04-06,Brazil,PB,TOTAL,0,4,1,36,4,35,0.09955,0.89594,0.11110999999999999,9.0,90.0,,,-7.1150899999999995,-34.8641
15,2020-04-06,Brazil,PE,TOTAL,9,30,22,223,30,223,0.3139,2.33335,0.13452999999999998,25.0,,,,-8.046660000000001,-34.8771
15,2020-04-06,Brazil,PI,TOTAL,0,4,2,26,4,23,0.1222,0.79432,0.15385,,251.0,,,-5.09194,-42.8034
15,2020-04-06,Brazil,PR,TOTAL,4,14,21,466,11,458,0.12244000000000001,4.07558,0.030039999999999997,7.0,156.0,,,-25.4195,-49.2646
15,2020-04-06,Brazil,RJ,TOTAL,7,71,67,1461,71,1461,0.41123999999999994,8.46223,0.0486,1.0,,,,-22.9129,-43.2003
15,2020-04-06,Brazil,RN,TOTAL,0,7,0,246,7,246,0.19960999999999998,7.0148399999999995,0.028460000000000003,1.0,2261.0,,,-5.79357,-35.1986
15,2020-04-06,Brazil,RO,TOTAL,0,1,4,18,1,14,0.05627000000000001,1.01281,0.055560000000000005,8.0,18.0,,,-8.760769999999999,-63.8999
15,2020-04-06,Brazil,RR,TOTAL,0,1,0,42,1,42,0.16508,6.93343,0.023809999999999998,,3.0,,,2.82384,-60.6753
15,2020-04-06,Brazil,RS,TOTAL,1,8,33,501,7,481,0.07032000000000001,4.40353,0.015969999999999998,3.0,,,,-30.0318,-51.2065
15,2020-04-06,Brazil,SC,TOTAL,1,11,38,417,10,379,0.15353,5.820130000000001,0.02638,,325.0,,,-27.5945,-48.5477
15,2020-04-06,Brazil,SE,TOTAL,1,4,0,32,4,32,0.17401,1.39209,0.125,14.0,,,,-10.9091,-37.0677
15,2020-04-06,Brazil,SP,TOTAL,29,304,246,4866,304,4866,0.66203,10.596910000000001,0.062470000000000005,1.0,12000.0,,,-23.5329,-46.6395
15,2020-04-06,Brazil,TO,TOTAL,0,0,2,19,0,17,0.0,1.20799,0.0,,,,,-10.24,-48.3558
15,2020-04-07,Brazil,AC,TOTAL,1,2,0,50,1,50,0.22676999999999997,5.66935,0.04,10.0,41.0,,,-9.97499,-67.8243
15,2020-04-07,Brazil,AL,TOTAL,0,2,3,34,2,32,0.05993,1.0187700000000002,0.058820000000000004,1.0,308.0,,,-9.665989999999999,-35.735
15,2020-04-07,Brazil,AM,TOTAL,4,23,104,636,23,636,0.55494,15.345279999999999,0.036160000000000005,1.0,121.0,,,-3.1186599999999998,-60.0212
15,2020-04-07,Brazil,AP,TOTAL,0,2,12,51,2,48,0.23648000000000002,6.03029,0.03922,23.0,670.0,,,0.034934,-51.0694
15,2020-04-07,Brazil,BA,TOTAL,4,14,25,462,12,456,0.09412999999999999,3.10629,0.0303,106.0,,,,-12.9718,-38.5011
15,2020-04-07,Brazil,CE,TOTAL,4,40,143,1189,31,1051,0.43801999999999996,13.02004,0.033639999999999996,,9059.0,,,-20.8508,-46.711999999999996
15,2020-04-07,Brazil,DF,TOTAL,2,12,18,503,12,492,0.39797,16.68177,0.02386,148.0,75.0,,,-15.7795,-47.9297
15,2020-04-07,Brazil,ES,TOTAL,0,6,18,227,6,209,0.1493,5.64866,0.026430000000000002,38.0,871.0,,,-20.3155,-40.3128
15,2020-04-07,Brazil,GO,TOTAL,0,5,14,133,5,133,0.07124,1.89503,0.03759,,2657.0,,,-16.6864,-49.2643
15,2020-04-07,Brazil,MA,TOTAL,7,11,58,229,4,172,0.15547,3.23667,0.04803,45.0,1372.0,,,-2.53874,-44.2825
15,2020-04-07,Brazil,MG,TOTAL,2,11,34,559,11,559,0.05196,2.64068,0.01968,,49652.0,,,-19.9102,-43.9266
15,2020-04-07,Brazil,MS,TOTAL,1,2,14,80,2,80,0.07197,2.87875,0.025,,26.0,,,-20.4486,-54.6295
15,2020-04-07,Brazil,MT,TOTAL,0,1,2,78,1,78,0.0287,2.2385099999999998,0.012819999999999998,13.0,326.0,,,-15.600999999999999,-56.0974
15,2020-04-07,Brazil,PA,TOTAL,0,5,31,154,5,138,0.058120000000000005,1.7901,0.03247,,98.0,,,-1.4554,-48.4898
15,2020-04-07,Brazil,PB,TOTAL,0,4,5,41,4,36,0.09955,1.0203799999999998,0.09756000000000001,9.0,1091.0,,,-7.1150899999999995,-34.8641
15,2020-04-07,Brazil,PE,TOTAL,4,34,129,352,34,352,0.35575999999999997,3.6831400000000003,0.09659,32.0,,,,-8.046660000000001,-34.8771
15,2020-04-07,Brazil,PI,TOTAL,1,5,5,31,4,28,0.15275,0.9470799999999999,0.16129000000000002,,221.0,,,-5.09194,-42.8034
15,2020-04-07,Brazil,PR,TOTAL,1,15,45,511,15,503,0.13119,4.46914,0.02935,121.0,286.0,,,-25.4195,-49.2646
15,2020-04-07,Brazil,RJ,TOTAL,18,89,227,1688,89,1688,0.5155,9.77704,0.05272999999999999,1.0,,,,-22.9129,-43.2003
15,2020-04-07,Brazil,RN,TOTAL,1,8,8,254,8,254,0.22812,7.242960000000001,0.0315,1.0,2430.0,,,-5.79357,-35.1986
15,2020-04-07,Brazil,RO,TOTAL,0,1,5,23,1,18,0.05627000000000001,1.29415,0.04348,8.0,31.0,,,-8.760769999999999,-63.8999
15,2020-04-07,Brazil,RR,TOTAL,0,1,7,49,1,42,0.16508,8.089,0.02041,,3.0,,,2.82384,-60.6753
15,2020-04-07,Brazil,RS,TOTAL,0,8,54,555,8,508,0.07032000000000001,4.87816,0.01441,3.0,,,,-30.0318,-51.2065
15,2020-04-07,Brazil,SC,TOTAL,4,15,40,457,11,417,0.20936,6.378419999999999,0.03282,,,,,-27.5945,-48.5477
15,2020-04-07,Brazil,SE,TOTAL,0,4,4,36,4,36,0.17401,1.5661100000000001,0.11110999999999999,14.0,,,,-10.9091,-37.0677
15,2020-04-07,Brazil,SP,TOTAL,67,371,816,5682,371,5682,0.80794,12.37395,0.06529,1.0,17000.0,,,-23.5329,-46.6395
15,2020-04-07,Brazil,TO,TOTAL,0,0,0,19,0,19,0.0,1.20799,0.0,,,,,-10.24,-48.3558
15,2020-04-08,Brazil,AC,TOTAL,0,2,8,58,2,54,0.22676999999999997,6.57645,0.034480000000000004,37.0,73.0,,,-9.97499,-67.8243
15,2020-04-08,Brazil,AL,TOTAL,1,3,3,37,2,37,0.08989,1.10866,0.08108,1.0,261.0,,,-9.665989999999999,-35.735
15,2020-04-08,Brazil,AM,TOTAL,7,30,168,804,30,804,0.72383,19.39875,0.03731,1.0,121.0,,,-3.1186599999999998,-60.0212
15,2020-04-08,Brazil,AP,TOTAL,0,2,56,107,2,107,0.23648000000000002,12.65178,0.018690000000000002,23.0,670.0,,,0.034934,-51.0694
15,2020-04-08,Brazil,BA,TOTAL,4,18,53,515,15,497,0.12102,3.46264,0.03495,106.0,,,,-12.9718,-38.5011
15,2020-04-08,Brazil,CE,TOTAL,17,57,205,1394,43,1291,0.62417,15.264870000000002,0.040889999999999996,,9387.0,,,-20.8508,-46.711999999999996
15,2020-04-08,Brazil,DF,TOTAL,0,12,6,509,12,509,0.39797,16.88075,0.02358,148.0,75.0,,,-15.7795,-47.9297
15,2020-04-08,Brazil,ES,TOTAL,0,6,46,273,6,227,0.1493,6.79333,0.02198,38.0,871.0,,,-20.3155,-40.3128
15,2020-04-08,Brazil,GO,TOTAL,2,7,26,159,7,158,0.09974,2.2654900000000002,0.04403,,2657.0,,,-16.6864,-49.2643
15,2020-04-08,Brazil,MA,TOTAL,1,12,43,272,11,230,0.16960999999999998,3.8444199999999995,0.04412,45.0,1372.0,,,-2.53874,-44.2825
15,2020-04-08,Brazil,MG,TOTAL,3,14,55,614,14,614,0.06614,2.9005,0.0228,,51640.0,,,-19.9102,-43.9266
15,2020-04-08,Brazil,MS,TOTAL,0,2,5,85,2,85,0.07197,3.05867,0.023530000000000002,7.0,43.0,,,-20.4486,-54.6295
15,2020-04-08,Brazil,MT,TOTAL,0,1,12,90,1,90,0.0287,2.5828900000000004,0.01111,13.0,326.0,,,-15.600999999999999,-56.0974
15,2020-04-08,Brazil,PA,TOTAL,1,6,13,167,6,167,0.06974,1.9412099999999999,0.035930000000000004,,98.0,,,-1.4554,-48.4898
15,2020-04-08,Brazil,PB,TOTAL,3,7,14,55,4,41,0.17421,1.3688,0.12727,9.0,1091.0,,,-7.1150899999999995,-34.8641
15,2020-04-08,Brazil,PE,TOTAL,12,46,49,401,46,401,0.48131999999999997,4.19585,0.11470999999999999,32.0,,,,-8.046660000000001,-34.8771
15,2020-04-08,Brazil,PI,TOTAL,1,6,7,38,5,31,0.18331,1.16093,0.15789,,221.0,,,-5.09194,-42.8034
15,2020-04-08,Brazil,PR,TOTAL,2,17,39,550,17,539,0.14868,4.810230000000001,0.030910000000000003,121.0,333.0,,,-25.4195,-49.2646
15,2020-04-08,Brazil,RJ,TOTAL,17,106,250,1938,106,1938,0.6139600000000001,11.225060000000001,0.0547,183.0,,,,-22.9129,-43.2003
15,2020-04-08,Brazil,RN,TOTAL,3,11,8,262,11,261,0.31367,7.471089999999999,0.04198,1.0,2619.0,,,-5.79357,-35.1986
15,2020-04-08,Brazil,RO,TOTAL,0,1,3,26,1,18,0.05627000000000001,1.46295,0.03846,8.0,31.0,,,-8.760769999999999,-63.8999
15,2020-04-08,Brazil,RR,TOTAL,0,1,3,52,1,49,0.16508,8.58424,0.01923,2.0,28.0,,,2.82384,-60.6753
15,2020-04-08,Brazil,RS,TOTAL,2,10,26,581,9,555,0.08789,5.10669,0.01721,3.0,,,,-30.0318,-51.2065
15,2020-04-08,Brazil,SC,TOTAL,2,17,44,501,15,457,0.23726999999999998,6.99253,0.03393,,,,,-27.5945,-48.5477
15,2020-04-08,Brazil,SE,TOTAL,0,4,3,39,4,36,0.17401,1.69661,0.10255999999999998,17.0,,,,-10.9091,-37.0677
15,2020-04-08,Brazil,SP,TOTAL,57,428,1026,6708,428,6708,0.9320799999999999,14.60832,0.0638,1.0,17000.0,,,-23.5329,-46.6395
15,2020-04-08,Brazil,TO,TOTAL,0,0,4,23,0,23,0.0,1.4623,0.0,,,,,-10.24,-48.3558
15,2020-04-09,Brazil,AC,TOTAL,0,2,4,62,2,62,0.22676999999999997,7.03,0.032260000000000004,37.0,73.0,,,-9.97499,-67.8243
15,2020-04-09,Brazil,AL,TOTAL,0,3,0,37,3,37,0.08989,1.10866,0.08108,1.0,261.0,,,-9.665989999999999,-35.735
15,2020-04-09,Brazil,AM,TOTAL,10,40,95,899,40,899,0.96511,21.69089,0.044489999999999995,1.0,121.0,,,-3.1186599999999998,-60.0212
15,2020-04-09,Brazil,AP,TOTAL,0,2,21,128,2,128,0.23648000000000002,15.134839999999999,0.015619999999999998,23.0,670.0,,,0.034934,-51.0694
15,2020-04-09,Brazil,BA,TOTAL,1,19,53,568,19,559,0.12775,3.8189800000000003,0.03345,146.0,,,,-12.9718,-38.5011
15,2020-04-09,Brazil,CE,TOTAL,0,57,51,1445,55,1425,0.62417,15.82334,0.03945,,10055.0,,,-20.8508,-46.711999999999996
15,2020-04-09,Brazil,DF,TOTAL,1,13,18,527,13,527,0.43113999999999997,17.47772,0.024669999999999997,148.0,72.0,,,-15.7795,-47.9297
15,2020-04-09,Brazil,ES,TOTAL,1,7,27,300,6,273,0.17419,7.46519,0.02333,41.0,1063.0,,,-20.3155,-40.3128
15,2020-04-09,Brazil,GO,TOTAL,0,7,20,179,7,179,0.09974,2.5504599999999997,0.03911,,2657.0,,,-16.6864,-49.2643
15,2020-04-09,Brazil,MA,TOTAL,4,16,21,293,12,273,0.22614,4.14124,0.05461,50.0,1372.0,,,-2.53874,-44.2825
15,2020-04-09,Brazil,MG,TOTAL,1,15,41,655,15,655,0.07086,3.0941799999999997,0.0229,,56807.0,,,-19.9102,-43.9266
15,2020-04-09,Brazil,MS,TOTAL,0,2,4,89,2,89,0.07197,3.20261,0.02247,7.0,43.0,,,-20.4486,-54.6295
15,2020-04-09,Brazil,MT,TOTAL,1,2,18,108,2,108,0.0574,3.09947,0.01852,13.0,326.0,,,-15.600999999999999,-56.0974
15,2020-04-09,Brazil,PA,TOTAL,1,7,2,169,7,168,0.08137,1.9644599999999999,0.04142,,98.0,,,-1.4554,-48.4898
15,2020-04-09,Brazil,PB,TOTAL,4,11,24,79,7,55,0.27376,1.9660900000000001,0.13924,9.0,1091.0,,,-7.1150899999999995,-34.8641
15,2020-04-09,Brazil,PE,TOTAL,10,56,154,555,56,555,0.58595,5.80722,0.1009,32.0,,,,-8.046660000000001,-34.8771
15,2020-04-09,Brazil,PI,TOTAL,1,7,2,40,6,38,0.21386,1.22204,0.175,,221.0,,,-5.09194,-42.8034
15,2020-04-09,Brazil,PR,TOTAL,7,24,71,621,22,609,0.2099,5.43119,0.03865,121.0,346.0,,,-25.4195,-49.2646
15,2020-04-09,Brazil,RJ,TOTAL,16,122,278,2216,122,2216,0.70663,12.83526,0.05505,183.0,,,,-22.9129,-43.2003
15,2020-04-09,Brazil,RN,TOTAL,0,11,0,262,11,261,0.31367,7.471089999999999,0.04198,1.0,2822.0,,,-5.79357,-35.1986
15,2020-04-09,Brazil,RO,TOTAL,1,2,2,28,2,28,0.11252999999999999,1.57549,0.07143,8.0,31.0,,,-8.760769999999999,-63.8999
15,2020-04-09,Brazil,RR,TOTAL,1,2,11,63,1,52,0.33016,10.400139999999999,0.03175,2.0,28.0,,,2.82384,-60.6753
15,2020-04-09,Brazil,RS,TOTAL,4,14,55,636,12,618,0.12305,5.59011,0.02201,3.0,,,,-30.0318,-51.2065
15,2020-04-09,Brazil,SC,TOTAL,1,18,192,693,17,501,0.25123,9.6723,0.02597,,,,,-27.5945,-48.5477
15,2020-04-09,Brazil,SE,TOTAL,0,4,1,40,4,39,0.17401,1.7401200000000001,0.1,18.0,,,,-10.9091,-37.0677
15,2020-04-09,Brazil,SP,TOTAL,68,496,772,7480,496,7480,1.08016,16.28954,0.06631000000000001,1.0,17000.0,,,-23.5329,-46.6395
15,2020-04-09,Brazil,TO,TOTAL,0,0,0,23,0,23,0.0,1.4623,0.0,,,,,-10.24,-48.3558
15,2020-04-10,Brazil,AC,TOTAL,0,2,8,70,2,70,0.22676999999999997,7.9370899999999995,0.028569999999999998,39.0,815.0,,,-9.97499,-67.8243
15,2020-04-10,Brazil,AL,TOTAL,0,3,8,45,3,45,0.08989,1.34837,0.06667000000000001,11.0,272.0,,,-9.665989999999999,-35.735
15,2020-04-10,Brazil,AM,TOTAL,10,50,82,981,50,981,1.20639,23.66937,0.05097,1.0,121.0,,,-3.1186599999999998,-60.0212
15,2020-04-10,Brazil,AP,TOTAL,0,2,38,166,2,166,0.23648000000000002,19.62799,0.01205,55.0,670.0,,,0.034934,-51.0694
15,2020-04-10,Brazil,BA,TOTAL,0,19,48,616,19,604,0.12775,4.141719999999999,0.03084,146.0,,,,-12.9718,-38.5011
15,2020-04-10,Brazil,CE,TOTAL,10,67,113,1558,58,1478,0.73368,17.06074,0.043,,10177.0,,,-20.8508,-46.711999999999996
15,2020-04-10,Brazil,DF,TOTAL,1,14,29,556,14,555,0.4643,18.43949,0.02518,148.0,72.0,,,-15.7795,-47.9297
15,2020-04-10,Brazil,ES,TOTAL,1,8,49,349,7,300,0.19907,8.684510000000001,0.02292,41.0,1721.0,,,-20.3155,-40.3128
15,2020-04-10,Brazil,GO,TOTAL,1,8,12,191,8,191,0.11399000000000001,2.7214400000000003,0.04188,,2657.0,,,-16.6864,-49.2643
15,2020-04-10,Brazil,MA,TOTAL,5,21,51,344,16,293,0.29681,4.86207,0.06105,54.0,2242.0,,,-2.53874,-44.2825
15,2020-04-10,Brazil,MG,TOTAL,2,17,43,698,17,698,0.08031,3.29731,0.02436,,56807.0,,,-19.9102,-43.9266
15,2020-04-10,Brazil,MS,TOTAL,0,2,8,97,2,97,0.07197,3.4904800000000002,0.02062,7.0,32.0,,,-20.4486,-54.6295
15,2020-04-10,Brazil,MT,TOTAL,0,2,4,112,2,112,0.0574,3.21427,0.01786,13.0,326.0,,,-15.600999999999999,-56.0974
15,2020-04-10,Brazil,PA,TOTAL,2,9,48,217,9,170,0.10462,2.52242,0.04147,,98.0,,,-1.4554,-48.4898
15,2020-04-10,Brazil,PB,TOTAL,0,11,6,85,11,79,0.27376,2.11541,0.12941,30.0,1091.0,,,-7.1150899999999995,-34.8641
15,2020-04-10,Brazil,PE,TOTAL,9,65,129,684,65,684,0.68012,7.157,0.09502999999999999,44.0,,,,-8.046660000000001,-34.8771
15,2020-04-10,Brazil,PI,TOTAL,0,7,1,41,7,40,0.21386,1.2525899999999999,0.17073,,221.0,,,-5.09194,-42.8034
15,2020-04-10,Brazil,PR,TOTAL,2,26,34,655,25,643,0.22739,5.72855,0.039689999999999996,121.0,502.0,,,-25.4195,-49.2646
15,2020-04-10,Brazil,RJ,TOTAL,25,147,248,2464,147,2464,0.85144,14.27169,0.059660000000000005,248.0,,,,-22.9129,-43.2003
15,2020-04-10,Brazil,RN,TOTAL,0,11,1,263,11,263,0.31367,7.4996,0.04183,1.0,2954.0,,,-5.79357,-35.1986
15,2020-04-10,Brazil,RO,TOTAL,0,2,4,32,2,32,0.11252999999999999,1.80056,0.0625,8.0,12.0,,,-8.760769999999999,-63.8999
15,2020-04-10,Brazil,RR,TOTAL,1,3,12,75,3,63,0.49523999999999996,12.38112,0.04,10.0,40.0,,,2.82384,-60.6753
15,2020-04-10,Brazil,RS,TOTAL,1,15,4,640,14,636,0.13184,5.6252699999999995,0.02344,3.0,,,,-30.0318,-51.2065
15,2020-04-10,Brazil,SC,TOTAL,0,18,24,717,18,693,0.25123,10.00727,0.0251,,,,,-27.5945,-48.5477
